2016 Federal Election House of Representatives First Preferences By Candidate By Polling Place for WA [Event:20499 Phase:FinalResults Generated:2017-05-11T17:34:52 Cycle:a45ea4bc-bff6-48cb-94c5-1bbaae0c7c0d Created:2017-05-11T17:29:15 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.5.84.43192]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
WA,235,Brand,65161,Other Mobile Team 1,999,Informal,Informal,999,N,N,,Informal,1,25
WA,235,Brand,7501,Parmelia,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,115,5.42
WA,235,Brand,7501,Parmelia,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,1093,5.94
WA,235,Brand,7501,Parmelia,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,55,1.54
WA,235,Brand,7501,Parmelia,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),230,4.64
WA,235,Brand,7501,Parmelia,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,377,-4.02
WA,235,Brand,7501,Parmelia,999,Informal,Informal,999,N,N,,Informal,96,-0.42
WA,235,Brand,31674,Port Kennedy,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,118,4.88
WA,235,Brand,31674,Port Kennedy,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,1183,8.27
WA,235,Brand,31674,Port Kennedy,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,81,2.54
WA,235,Brand,31674,Port Kennedy,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),232,3.72
WA,235,Brand,31674,Port Kennedy,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,657,-5.68
WA,235,Brand,31674,Port Kennedy,999,Informal,Informal,999,N,N,,Informal,82,-3.37
WA,235,Brand,34336,Port Kennedy East,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,91,5.37
WA,235,Brand,34336,Port Kennedy East,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,809,11
WA,235,Brand,34336,Port Kennedy East,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,51,0.7
WA,235,Brand,34336,Port Kennedy East,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),170,2.99
WA,235,Brand,34336,Port Kennedy East,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,430,-7.84
WA,235,Brand,34336,Port Kennedy East,999,Informal,Informal,999,N,N,,Informal,71,-2.76
WA,235,Brand,7503,Rockingham,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,125,5.07
WA,235,Brand,7503,Rockingham,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,1036,4.66
WA,235,Brand,7503,Rockingham,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,67,1.89
WA,235,Brand,7503,Rockingham,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),232,4.69
WA,235,Brand,7503,Rockingham,29138,BUCHANAN,Craig,5,N,N,LP,Liberal,630,-6.5
WA,235,Brand,7503,Rockingham,999,Informal,Informal,999,N,N,,Informal,131,-1.56
WA,235,Brand,7504,Rockingham Beach,28420,SCOTT,Philip,1,N,N,RUA,Rise Up Australia Party,58,2.49
WA,235,Brand,7504,Rockingham Beach,29103,KING,Madeleine,2,Y,N,ALP,Australian Labor Party,777,2.86
WA,235,Brand,7504,Rockingham Beach,29173,BURDETT,Robert,3,N,N,AUC,Australian Christians,50,1.25
WA,235,Brand,7504,Rockingham Beach,28303,JECKS,Dawn,4,N,N,GRN,The Greens (WA),248,5.85
